"ontbindingsdatum", "http://nl.dbpedia.org/property/ontbindingsdatum"
"infraklasse", "http://nl.dbpedia.org/property/infraklasse"
"subgenres", "http://nl.dbpedia.org/property/subgenres"
"fusiongenres", "http://nl.dbpedia.org/property/fusiongenres"
"rol", "http://nl.dbpedia.org/property/rol"
"eerstevlucht", "http://nl.dbpedia.org/property/eerstevlucht"
"spanwijdte", "http://nl.dbpedia.org/property/spanwijdte"
"vleugeloppervlak", "http://nl.dbpedia.org/property/vleugeloppervlak"
"motor", "http://nl.dbpedia.org/property/motor"
"topsnelheid", "http://nl.dbpedia.org/property/topsnelheid"
"dienstplafond", "http://nl.dbpedia.org/property/dienstplafond"
"moederpartij", "http://nl.dbpedia.org/property/moederpartij"
"hoofdkwartier", "http://nl.dbpedia.org/property/hoofdkwartier"
"wtaMastersDubbel", "http://nl.dbpedia.org/property/wtaMastersDubbel"
"nuts", "http://nl.dbpedia.org/property/nuts"
"vloot", "http://nl.dbpedia.org/property/vloot"
"aantalBestemmingen", "http://nl.dbpedia.org/property/aantalBestemmingen"
"icao", "http://nl.dbpedia.org/property/icao"
"eersteVlucht", "http://nl.dbpedia.org/property/eersteVlucht"
"hub", "http://nl.dbpedia.org/property/hub"
"alliantie", "http://nl.dbpedia.org/property/alliantie"
"beginjaar", "http://nl.dbpedia.org/property/beginjaar"
"eindjaar", "http://nl.dbpedia.org/property/eindjaar"
"taalfamilie", "http://nl.dbpedia.org/property/taalfamilie"
"luchthaven", "http://nl.dbpedia.org/property/luchthaven"
"alt", "http://nl.dbpedia.org/property/alt"
"kenteken", "http://nl.dbpedia.org/property/kenteken"
"osiApproved", "http://nl.dbpedia.org/property/osiApproved"
"gplCompatible", "http://nl.dbpedia.org/property/gplCompatible"
"snijdend", "http://nl.dbpedia.org/property/snijdend"
"overzichtskaart", "http://nl.dbpedia.org/property/overzichtskaart"
"opusnummer", "http://nl.dbpedia.org/property/opusnummer"
"gecomponeerdin", "http://nl.dbpedia.org/property/gecomponeerdin"
"dbnl", "http://nl.dbpedia.org/property/dbnl"
"vereerdBij", "http://nl.dbpedia.org/property/vereerdBij"
"zaligverklaringPlaats", "http://nl.dbpedia.org/property/zaligverklaringPlaats"
"seal", "http://nl.dbpedia.org/property/seal"
"mayor", "http://nl.dbpedia.org/property/mayor"
"water", "http://nl.dbpedia.org/property/water"
"rank", "http://nl.dbpedia.org/property/rank"
"agglo", "http://nl.dbpedia.org/property/agglo"
"imageSkyline", "http://nl.dbpedia.org/property/imageSkyline"
"opener", "http://nl.dbpedia.org/property/opener"
"vlam", "http://nl.dbpedia.org/property/vlam"
"ligging", "http://nl.dbpedia.org/property/ligging"
"ondergrond", "http://nl.dbpedia.org/property/ondergrond"
"commander", "http://nl.dbpedia.org/property/commander"
"febGemZon", "http://nl.dbpedia.org/property/febGemZon"
"meiGemZon", "http://nl.dbpedia.org/property/meiGemZon"
"jaarGemZon", "http://nl.dbpedia.org/property/jaarGemZon"
"prijsjaar", "http://nl.dbpedia.org/property/prijsjaar"
"sexRatio", "http://nl.dbpedia.org/property/sexRatio"
"districten", "http://nl.dbpedia.org/property/districten"
"paus", "http://nl.dbpedia.org/property/paus"
"verhang", "http://nl.dbpedia.org/property/verhang"
"belangrijkeGebouwen", "http://nl.dbpedia.org/property/belangrijkeGebouwen"
"klass", "http://nl.dbpedia.org/property/klass"
"snelheid", "http://nl.dbpedia.org/property/snelheid"
"geboorteland", "http://nl.dbpedia.org/property/geboorteland"
"lbljaar", "http://nl.dbpedia.org/property/lbljaar"
"wkplaats", "http://nl.dbpedia.org/property/wkplaats"
"frplaats", "http://nl.dbpedia.org/property/frplaats"
"itplaats", "http://nl.dbpedia.org/property/itplaats"
"spjaar", "http://nl.dbpedia.org/property/spjaar"
"vuelta", "http://nl.dbpedia.org/property/vuelta"
"msr", "http://nl.dbpedia.org/property/msr"
"agr", "http://nl.dbpedia.org/property/agr"
"stationsnaam", "http://nl.dbpedia.org/property/stationsnaam"
"stationscode", "http://nl.dbpedia.org/property/stationscode"
"perronsporen", "http://nl.dbpedia.org/property/perronsporen"
"perrons", "http://nl.dbpedia.org/property/perrons"
"positiekaartnaam", "http://nl.dbpedia.org/property/positiekaartnaam"
"opgegaan", "http://nl.dbpedia.org/property/opgegaan"
"alternatieveTitel", "http://nl.dbpedia.org/property/alternatieveTitel"
"b", "http://nl.dbpedia.org/property/b"
"e", "http://nl.dbpedia.org/property/e"
"h", "http://nl.dbpedia.org/property/h"
"kaartjaar", "http://nl.dbpedia.org/property/kaartjaar"
"legislatuur", "http://nl.dbpedia.org/property/legislatuur"
"nationaleFeestdag", "http://nl.dbpedia.org/property/nationaleFeestdag"
"toren", "http://nl.dbpedia.org/property/toren"
"elektra", "http://nl.dbpedia.org/property/elektra"
"muziekGenre", "http://nl.dbpedia.org/property/muziekGenre"
"recordLabel", "http://nl.dbpedia.org/property/recordLabel"
"oudfunctie", "http://nl.dbpedia.org/property/oudfunctie"
"oudlid", "http://nl.dbpedia.org/property/oudlid"
"extra", "http://nl.dbpedia.org/property/extra"
"kaartbreedte", "http://nl.dbpedia.org/property/kaartbreedte"
"voortdrijving", "http://nl.dbpedia.org/property/voortdrijving"
"infrastructuur", "http://nl.dbpedia.org/property/infrastructuur"
"sprekers", "http://nl.dbpedia.org/property/sprekers"
"deel", "http://nl.dbpedia.org/property/deel"
"uitkomst", "http://nl.dbpedia.org/property/uitkomst"
"creolen", "http://nl.dbpedia.org/property/creolen"
"detailkaartbijschrift", "http://nl.dbpedia.org/property/detailkaartbijschrift"
"stadsdeel", "http://nl.dbpedia.org/property/stadsdeel"
"museum", "http://nl.dbpedia.org/property/museum"
"dag", "http://nl.dbpedia.org/property/dag"
"bond", "http://nl.dbpedia.org/property/bond"
"titels", "http://nl.dbpedia.org/property/titels"
"toernooi", "http://nl.dbpedia.org/property/toernooi"
"rd4Score", "http://nl.dbpedia.org/property/rd4Score"
"time", "http://nl.dbpedia.org/property/time"
"attendance", "http://nl.dbpedia.org/property/attendance"
"rd1Header", "http://nl.dbpedia.org/property/rd1Header"
"gel", "http://nl.dbpedia.org/property/gel"
"plusmin", "http://nl.dbpedia.org/property/plusmin"
"team", "http://nl.dbpedia.org/property/team"
"toeschouwersTotaal", "http://nl.dbpedia.org/property/toeschouwersTotaal"
"verwant", "http://nl.dbpedia.org/property/verwant"
"buitenlandseNaam", "http://nl.dbpedia.org/property/buitenlandseNaam"
"studenten", "http://nl.dbpedia.org/property/studenten"
"hoogtemonding", "http://nl.dbpedia.org/property/hoogtemonding"
"location", "http://nl.dbpedia.org/property/location"
"established", "http://nl.dbpedia.org/property/established"
"speelduur", "http://nl.dbpedia.org/property/speelduur"
"einde", "http://nl.dbpedia.org/property/einde"
"caesarOnder", "http://nl.dbpedia.org/property/caesarOnder"
"onoplin", "http://nl.dbpedia.org/property/onoplin"
"s0s", "http://nl.dbpedia.org/property/s0s"
